interaction label freq num_filled method best_chisq best_coefficient best_coefficient_err best_constant best_constant_err best_fixedab_constant_err best_exponent best_exponent_err best_fit_method best_fit_stop chisq coefficient coefficient_err constant constant_err fixedab_constant_err exponent exponent_err fit_method fit_stop rel_discrep rel_discrep_err rel_dist rel_dist_err
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 4.0440440607595037e-10 0.11695603341024466 0.015489834232753139 1.231240291039366 6.179347100219415e-05 5.384617743195639e-06 -2.1018299281340873 0.08518195013855434 full 11 0.00032071606041128575 5.022652012910182e-05 0.0006093363763400913 5.020408251816201e-05
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 3.644011130964729e-12 0.07036728729446139 0.0014738391615749487 1.231032963511647 9.957096659862578e-06 1.3107251185416982e-06 -1.7925343648510366 0.012975681369746991 full 12 0.00015227288770458536 8.22769296994834e-06 0.000664209652939903 8.089639535654511e-06
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 7.651881667021398e-12 0.0662784160764293 0.0031888995811375355 1.2310068830369627 1.8396344827531046e-05 1.035545647999807e-06 -1.7565015888324977 0.028000159121725297 full 13 0.00013108381575710482 1.5021270896686518e-05 0.0005941224465645138 1.4946103532704662e-05
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 8.573667230397687e-13 0.05510370514261787 0.0013131343784070534 1.2309440339341946 8.336965308244862e-06 5.095742411595769e-07 -1.6531179641516542 0.013340553700125659 full 14 8.00220856120859e-05 6.937636780367198e-06 0.0005702226993604539 6.77336441485877e-06
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 2.64891049277217e-13 0.05001107101023899 0.0009439937694898946 1.2309135988967383 5.849554069689231e-06 3.151118722197953e-07 -1.6006015079428748 0.010155962000670277 full 15 5.529515076174718e-05 4.983791758759655e-06 0.0005324291980105759 4.752468093276519e-06
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 1.2185982281860492e-13 0.04637186850421131 0.000818368192340913 1.2308922856321192 4.873813731830528e-06 2.1209186733140933e-07 -1.5610764813293145 0.009161235996491619 full 16 3.797919685699647e-05 4.234571642842899e-06 0.0004968530562531242 3.959728222087994e-06
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 3.183186780674196e-14 0.04331797808620113 0.000523447695085101 1.2308750471399712 3.0094987766071375e-06 1.3873055674593298e-07 -1.5266055450089693 0.006076867589414156 full 17 2.3973790329367972e-05 2.86887354366481e-06 0.0004655814574788226 2.445066260432899e-06
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 1.936582251767608e-14 0.041241858870072035 0.0005091805182625349 1.230863699212748 2.772573913814391e-06 1.0117520897451304e-07 -1.502429939698206 0.0060262528633545824 full 18 1.4754171081543532e-05 2.70668559154606e-06 0.00043564181712104223 2.2525767389074776e-06
normal add 0.28 1 ccsd+eom 4.700718660100897e-15 0.03768924032324953 0.00037115824917134026 1.230845539107089 1.8470800376006505e-06 5.480263588423154e-08 -1.4597959910308071 0.0045661925151503765 full 20 8.235633448079842e-15 0.039284605203439925 0.00040559756020067545 1.2308535159776637 2.1138343569797466e-06 7.286545811759163e-08 -1.4791609041433074 0.004906731130185883 full 19 6.4808055286746935e-06 2.2806612365107914e-06 0.0004097354268368934 1.7173840464124676e-06
normal add 0.28 1 hf 3.3576604182186525e-13 -50014192946.99889 985324825952.1694 1.2732683652907761 1.7122341223109815e-07 3.2022937602559714e-07 -16.55190446213294 8.55432548075373 full 15 3.965509909447246e-10 1.2215204675624134 0.5064261074036784 1.2732589066289202 9.22444149666419e-06 6.687091548776656e-05 -5.3671246977893325 0.30313967652210944 full 9 -7.42864749792016e-06 7.2459433580266454e-06 9.208227514132453e-06 7.244695421736753e-06
normal add 0.28 1 hf 3.3576604182186525e-13 -50014192946.99889 985324825952.1694 1.2732683652907761 1.7122341223109815e-07 3.2022937602559714e-07 -16.55190446213294 8.55432548075373 full 15 2.979792692001254e-10 0.3619380601253654 0.45666230645364453 1.2732525601723863 1.137996570409511e-05 6.99508194949636e-06 -4.609316972458319 0.8020696874032709 full 10 -1.2413029979119194e-05 8.93861343498431e-06 1.1238362682196365e-05 8.937601855439509e-06
normal add 0.28 1 hf 3.3576604182186525e-13 -50014192946.99889 985324825952.1694 1.2732683652907761 1.7122341223109815e-07 3.2022937602559714e-07 -16.55190446213294 8.55432548075373 full 15 1.7405850952404677e-11 2067.6220645438543 3330.021337615741 1.273267035379147 1.5726027031926862e-06 2.9600406721706083e-06 -9.462923394038937 0.9023638057805102 full 11 -1.0444865083947263e-06 1.2423905135609575e-06 1.20727856676794e-06 1.235091317794238e-06
normal add 0.28 1 hf 3.3576604182186525e-13 -50014192946.99889 985324825952.1694 1.2732683652907761 1.7122341223109815e-07 3.2022937602559714e-07 -16.55190446213294 8.55432548075373 full 15 6.981667203941353e-12 27529076323.56051 362983773682.776 1.2732683253011765 8.30245647206302e-07 1.3480155399345414e-06 -17.89275745747236 6.780282865228448 full 12 -3.14070471851835e-08 6.657808500717264e-07 -2.3259846422347026e-07 6.520586467383879e-07
normal add 0.28 1 hf 3.3576604182186525e-13 -50014192946.99889 985324825952.1694 1.2732683652907761 1.7122341223109815e-07 3.2022937602559714e-07 -16.55190446213294 8.55432548075373 full 15 5.635862832583915e-12 0.009289817850831442 0.2504436959166428 1.273267619027715 3.5618882288942544e-06 7.374091329568702e-07 -3.9725281216959663 13.514948374974413 full 13 -5.861003709028978e-07 2.8006674665278134e-06 5.665940491273425e-07 2.79743715150013e-06
normal add 0.28 1 hf 3.3576604182186525e-13 -50014192946.99889 985324825952.1694 1.2732683652907761 1.7122341223109815e-07 3.2022937602559714e-07 -16.55190446213294 8.55432548075373 full 15 7.484685307768478e-12 1759134.5921042643 inf 1.2732684554460696 inf 9.030133939815465e-07 -17.781515186099107 inf full 14 7.080619912613884e-08 inf -1.3014425329978994e-07 inf
normal add 0.28 1 hf+qdpt3 6.493678018049453e-11 -0.051733691642434944 0.0005262071265779626 1.2803690765048445 0.0018498748141206306 1.5510963400066947e-06 -0.3537438863776244 0.030665108860056016 full 15 5.578029859599918e-10 -0.13976412457523135 0.10975975053569245 1.377735541609699 0.11116299382086141 4.79824276505746e-06 -0.06521850622602503 0.060352279935157425 full 13 0.07604562379048208 0.08683497313957467 -0.09235093027840642 0.08682115737886861
normal add 0.28 1 hf+qdpt3 6.493678018049453e-11 -0.051733691642434944 0.0005262071265779626 1.2803690765048445 0.0018498748141206306 1.5510963400066947e-06 -0.3537438863776244 0.030665108860056016 full 15 6.442592742816023e-11 -0.05562334455164947 0.0019347084091700876 1.2878158331918654 0.002804512131905257 1.5706738563527656e-06 -0.26307954351345575 0.025048625339883106 full 14 0.005816101641058946 0.0026286151301198983 -0.021699554893989958 0.0021906178807671525
normal add 0.28 1 imsrg 2.0777205723600103e-12 0.01195451674329966 0.0007413450348250146 1.3179710726793763 4.233696102376843e-05 2.713993001796107e-07 -0.9912426457382152 0.04180111374364794 full 15 5.006206380901914e-07 -3.295798090436559e+26 1.9550571136666504e+33 1.3196570761268844 0.0001986280187100302 0.0003616664601450315 -48.22871761635692 4279025.588901856 full 9 0.0012792416180125166 0.00015410140848638436 -0.0002472318804630918 0.00015070741923190912
normal add 0.28 1 imsrg 2.0777205723600103e-12 0.01195451674329966 0.0007413450348250146 1.3179710726793763 4.233696102376843e-05 2.713993001796107e-07 -0.9912426457382152 0.04180111374364794 full 15 8.609204803552179e-08 0.12604699473002093 0.4827184540006008 1.3191426429163935 0.0003776163510516759 7.421392016653866e-05 -2.9753163075206626 2.546275845301541 full 10 0.000888919537995303 0.00028831168954065995 3.6232312837841205e-05 0.0002865133832468071
normal add 0.28 1 imsrg 2.0777205723600103e-12 0.01195451674329966 0.0007413450348250146 1.3179710726793763 4.233696102376843e-05 2.713993001796107e-07 -0.9912426457382152 0.04180111374364794 full 15 4.9434369957722756e-08 0.984904305164895 2736.4741944220245 0.3364382477971938 2736.4793378478207 5.1269349831654943e-05 -0.0009383152041792283 2.6120982280338443 full 11 -0.7447301729367779 2076.281789921747 0.74557310662533 2076.281789921747
normal add 0.28 1 imsrg 2.0777205723600103e-12 0.01195451674329966 0.0007413450348250146 1.3179710726793763 4.233696102376843e-05 2.713993001796107e-07 -0.9912426457382152 0.04180111374364794 full 15 8.357679907533033e-10 0.01372719010677541 0.00648537268520234 1.3181449671035361 0.00037865978646467306 5.420876176714929e-06 -1.1200215301979801 0.36432317005403325 full 12 0.00013194100216962212 0.00028909575990609146 0.000640310721167785 0.00028730508224680107
normal add 0.28 1 imsrg 2.0777205723600103e-12 0.01195451674329966 0.0007413450348250146 1.3179710726793763 4.233696102376843e-05 2.713993001796107e-07 -0.9912426457382152 0.04180111374364794 full 15 2.4072736616024385e-10 0.00724334864094312 0.00030096405210580754 1.3163645752381523 0.001867282836167632 3.2334461027415574e-06 -0.40816770459348206 0.2711116955130931 full 13 -0.0012189170722526343 0.0014171491300475061 0.0019321626235942282 0.0014167859042333285
normal add 0.28 1 imsrg 2.0777205723600103e-12 0.01195451674329966 0.0007413450348250146 1.3179710726793763 4.233696102376843e-05 2.713993001796107e-07 -0.9912426457382152 0.04180111374364794 full 15 7.14767997399531e-12 0.014058644410841009 0.001241046415231842 1.318066055612315 5.4166671104787095e-05 5.847609221793032e-07 -1.0962205146067787 0.05929446396246901 full 14 7.206753995414594e-05 5.216429780509159e-05 0.0005907170118073507 4.109853243450066e-05
normal add 0.28 1 imsrg+eom 8.107037858218737e-11 0.039329101936828724 0.011485171502379933 1.2338263990816636 0.00012863609381873813 2.125199668168389e-06 -1.4254616345814635 0.16365631227947733 full 15 2.0780054760323003e-10 0.0366451484716234 0.005503547301381499 1.2338592612791925 0.00012061205766543435 3.254400164565807e-06 -1.4064396956043617 0.10210440915088057 full 12 2.6634377051193425e-05 0.00014292031924262351 0.0008978635257213508 9.775452450624815e-05
normal add 0.28 1 imsrg+eom 8.107037858218737e-11 0.039329101936828724 0.011485171502379933 1.2338263990816636 0.00012863609381873813 2.125199668168389e-06 -1.4254616345814635 0.16365631227947733 full 15 5.574350794946357e-12 0.023284996541591715 0.0007707026289677493 1.2334593675827286 3.931611290675874e-05 5.379979786190028e-07 -1.1015377975685334 0.023749525101637102 full 13 -0.00029747418211201193 0.00010898910372072672 0.0011189964960217442 3.186540378478138e-05
normal add 0.28 1 imsrg+eom 8.107037858218737e-11 0.039329101936828724 0.011485171502379933 1.2338263990816636 0.00012863609381873813 2.125199668168389e-06 -1.4254616345814635 0.16365631227947733 full 15 2.9173913432447806e-12 0.025725066278745823 0.0009179689997056023 1.2335551854498032 3.0514132204770802e-05 4.5348549010006177e-07 -1.168130639426883 0.023116946749873343 full 14 -0.00021981506641632897 0.00010712870513097753 0.0009558618222746462 2.4731501903403364e-05
normal add 0.28 1 imsrg+qdpt3 4.4681765806944795e-12 -0.039301192774013345 0.0001311709390539183 1.2595446587835875 0.00029144687463639874 4.375449810293097e-07 -0.45657156625051526 0.010614600158792824 full 15 3.191181296423493e-09 -0.06880490725955597 0.05112403113464851 1.2983635876636217 0.05297770565224213 1.060181262075154e-05 -0.1170010115998078 0.11509578126430664 full 11 0.030819811436875844 0.042061674528262545 -0.04126124734939428 0.042060999304495736
normal add 0.28 1 imsrg+qdpt3 4.4681765806944795e-12 -0.039301192774013345 0.0001311709390539183 1.2595446587835875 0.00029144687463639874 4.375449810293097e-07 -0.45657156625051526 0.010614600158792824 full 15 2.286027099277645e-09 -0.3360694211932126 2.107903196054516 1.567367080233057 2.1098443357067684 9.717677213033349e-06 -0.019153964594742244 0.12546825129314776 full 12 0.24439182787432956 1.6750850016826744 -0.25442605504577565 1.675084977969272
normal add 0.28 1 imsrg+qdpt3 4.4681765806944795e-12 -0.039301192774013345 0.0001311709390539183 1.2595446587835875 0.00029144687463639874 4.375449810293097e-07 -0.45657156625051526 0.010614600158792824 full 15 7.765511370429704e-11 -0.0394027660062659 0.0006014871818210847 1.2633345302915227 0.001424505070037897 1.8671499835987992e-06 -0.35201748006193184 0.0287933354529474 full 13 0.0030089219000739575 0.0011545360991462416 -0.012682033608819922 0.0011309720979326835
normal add 0.28 1 imsrg+qdpt3 4.4681765806944795e-12 -0.039301192774013345 0.0001311709390539183 1.2595446587835875 0.00029144687463639874 4.375449810293097e-07 -0.45657156625051526 0.010614600158792824 full 15 7.612960946054621e-11 -0.03944247065946244 0.0006968544588914445 1.2636613750571084 0.0017791453479822615 1.6805575308405167e-06 -0.3444507416218138 0.03570858234821518 full 14 0.0032684162842600006 0.0014314799491064688 -0.012619612548984156 0.0014125335987075793
normal add 0.5 1 hf 2.7649852704102493e-13 67528634.2513278 1129403374.9236383 1.9839360042642031 1.9828968184918612e-07 2.021357516114086e-07 -14.10353753583524 7.590876688188096 full 14 4.025282701268437e-09 -1.1326265552749648e+22 1.7322740065069959e+27 1.9839651117301287 1.83193847452113e-05 4.191814390776065e-05 -41.845030963270474 110326.64075960792 full 9 1.467157502199612e-05 9.234399624397547e-06 -1.3462283600332745e-05 9.233858706045177e-06
normal add 0.5 1 hf 2.7649852704102493e-13 67528634.2513278 1129403374.9236383 1.9839360042642031 1.9828968184918612e-07 2.021357516114086e-07 -14.10353753583524 7.590876688188096 full 14 9.401021572985204e-11 0.02009434672964804 0.030735648558507866 1.9839261109440514 1.0161112545628046e-05 2.7142549889050066e-06 -3.3672059666389926 0.9990806704671438 full 10 -4.986713346810667e-06 5.1226688203040205e-06 5.114697532324707e-06 5.1216937057385695e-06
normal add 0.5 1 hf 2.7649852704102493e-13 67528634.2513278 1129403374.9236383 1.9839360042642031 1.9828968184918612e-07 2.021357516114086e-07 -14.10353753583524 7.590876688188096 full 14 2.4807309560859895e-11 46.896249462468035 146.4687634751256 1.9839367243078903 2.1563871232489093e-06 1.2982889310372867e-06 -7.7563376804362845 1.7538666260703795 full 11 3.62936952491566e-07 1.0915093817182597e-06 -1.2121807605661735e-07 1.0869237307121025e-06
normal add 0.5 1 hf 2.7649852704102493e-13 67528634.2513278 1129403374.9236383 1.9839360042642031 1.9828968184918612e-07 2.021357516114086e-07 -14.10353753583524 7.590876688188096 full 14 1.1082473868483548e-11 0.0032255026939104164 0.01400172425485739 1.983931064431483 8.198716262035902e-06 8.681163054840544e-07 -2.6912470290159596 2.4423145148703203 full 12 -2.4899153548973985e-06 4.133759226606457e-06 2.385280404584395e-06 4.132550769991512e-06
normal add 0.5 1 hf 2.7649852704102493e-13 67528634.2513278 1129403374.9236383 1.9839360042642031 1.9828968184918612e-07 2.021357516114086e-07 -14.10353753583524 7.590876688188096 full 14 3.2553505471631457e-13 721406.7667346557 2179924.005665704 1.9839359634514129 2.3015094377944254e-07 3.9034722096020605e-07 -12.045327250761199 1.4577718146326133 full 13 -2.0571626402343668e-08 1.5312480688562186e-07 9.676816412085272e-08 1.1600724180858902e-07
normal add 0.5 1 hf+qdpt3 3.048690709333095e-07 3.3417608836683365e+28 3.4534851330486354e+32 1.9593221307855568 0.000145232629798698 0.00022891781505285694 -45.003658250957464 6421.098596933135 full 10 2.865484269402784e-07 5.496655243194574 11.321320575807992 1.9590662750722636 0.00025321651356636707 0.00013119407836991402 -5.250167954002644 1.5076871428004186 full 9 -0.00013058379184982538 0.00014898009746997277 0.000183227328247751 0.00012923679622967398
normal add 0.5 1 imsrg 3.773066731873891e-12 0.004058266489474001 0.00015172232883628497 2.0300366012171667 0.0001760194819360262 3.7111963865848883e-07 -0.5168076717935226 0.07806332798912656 full 14 4.1686396833722864e-08 -38463.17277421556 117372.59706649315 2.0313463914877 6.350242019803262e-05 0.0002877151473525941 -11.648348398403513 2.2061588100836054 full 9 0.0006452052488847837 9.223030617510514e-05 -2.803973716021956e-06 3.1281416385239514e-05
normal add 0.5 1 imsrg 3.773066731873891e-12 0.004058266489474001 0.00015172232883628497 2.0300366012171667 0.0001760194819360262 3.7111963865848883e-07 -0.5168076717935226 0.07806332798912656 full 14 3.4434424408432874e-08 -4.447553889323976e+29 2.074653632250421e+34 2.0313303875280666 4.9885152478714965e-05 7.95150009699183e-05 -42.904818454504934 26035.81156746119 full 11 0.0006373216670696458 9.017561652256488e-05 -5.772388383256538e-05 2.4573524183527008e-05
normal add 0.5 1 imsrg+eom 2.383754779021199e-10 0.09432658568148733 0.03239813932769204 1.9339610691672964 0.00016235885785018548 3.042558499775636e-06 -1.6651365844060027 0.18251433010084273 full 15 7.156406553426026e-10 0.09729207585545134 0.017741497130231463 1.934084271104734 0.0001530013069863946 6.930550277972974e-06 -1.7093321867402718 0.11474995070534802 full 12 6.370445579362283e-05 0.00011535857108441686 0.0007120142784772173 7.911294239463826e-05
normal add 0.5 1 imsrg+eom 2.383754779021199e-10 0.09432658568148733 0.03239813932769204 1.9339610691672964 0.00016235885785018548 3.042558499775636e-06 -1.6651365844060027 0.18251433010084273 full 15 4.2655713315754915e-10 0.06186936917135003 0.012796642554014975 1.9337075870193638 0.00020469819361245033 4.072664415132244e-06 -1.4326468708602649 0.1295646371387776 full 13 -0.00013106889894198837 0.00013508869233508616 0.0008102996516423908 0.00010584403127468685
normal add 0.5 1 imsrg+eom 2.383754779021199e-10 0.09432658568148733 0.03239813932769204 1.9339610691672964 0.00016235885785018548 3.042558499775636e-06 -1.6651365844060027 0.18251433010084273 full 15 2.4993500366221305e-10 0.04779700796741432 0.010682014957751963 1.9334943061577825 0.00023509390404763834 3.292252115734497e-06 -1.2818007877566124 0.13816639144601664 full 14 -0.00024135077843878694 0.0001477209550235743 0.000842175609521843 0.00012156084605802358
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 4.486031545552502e-09 0.27454543165922696 0.020184745246944292 3.3720726927484868 0.00018710492194290044 2.2248201616716155e-05 -1.9333533143377426 0.05397333920129712 full 10 0.00034239058528151567 5.5542502021631633e-05 0.0009423895092085002 5.550561985794274e-05
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 2.7632655265206005e-11 0.20364845371185944 0.0021369208170721014 3.371470926309003 2.335962023828744e-05 7.119042699911863e-06 -1.7318090636190149 0.007163812755803055 full 11 0.00016387353256730464 7.219117827591493e-06 0.0009493631098252379 6.9297495573287115e-06
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 1.810465114261045e-11 0.196535079932212 0.002820809676667621 3.3714074543041628 2.4342774112469162e-05 3.8048087868274337e-06 -1.7091158911319342 0.009032238832852448 full 12 0.00014504424184846876 7.499519967114288e-06 0.0008338530514774101 7.221407049127251e-06
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 3.301286018368097e-11 0.19101199407439315 0.0058445788005789786 3.3713620951741303 4.111578166362053e-05 2.756393277651588e-06 -1.6915690592017467 0.018022074207708856 full 13 0.00013158822689685046 1.2363889506901868e-05 0.0007389768722160119 1.2197204324086637e-05
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 2.7253175057818444e-12 0.17022583403703684 0.002220174285530985 3.3712272553732814 1.5347980021477067e-05 1.420719350181167e-06 -1.6265388773829714 0.007340192023090555 full 14 9.158731914138407e-05 4.982365101577548e-06 0.0006901112001218278 4.553055982506677e-06
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 4.69377701373375e-12 0.1616187498237226 0.003954213727951165 3.3711713300152866 2.4705164290695345e-05 1.090605032650816e-06 -1.598106983437691 0.013170516855276853 full 15 7.499677931388504e-05 7.603055732870897e-06 0.0006324863596700403 7.3289118399409e-06
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 8.116234681147217e-13 0.1472318783989808 0.0020588546906155016 3.3710857859882535 1.2762754110713176e-05 6.524003324803187e-07 -1.549365560302365 0.00727693904032275 full 16 4.961971176520308e-05 4.292798999292072e-06 0.0005950363376230802 3.78613564006431e-06
normal add 1.0 1 ccsd+eom 6.043089999665008e-14 0.11757371130568425 0.0012695638447269351 3.3709185219828086 6.819673450267593e-06 1.7980802649783256e-07 -1.4393953102398582 0.0050289655225514065 full 20 6.698425756162905e-13 0.13884395156428256 0.0023611684072484735 3.37103623449375 1.3914562837606334e-05 4.827703370532063e-07 -1.519533921089872 0.008564575006848362 full 17 3.492001072524786e-05 4.596968912001362e-06 0.000555895223818073 4.127825476438403e-06
