label interaction num_filled freq method fit_method fit_stop chisq coefficient coefficient_err exponent exponent_err constant constant_err fixedab_constant_err dist dist_err
add normal 1 0.28 hf+qdpt3 full 10 1.8144837749714065e-09 0.0014212812232117207 0.0006439061792411078 0.8568041739578923 0.1400505609473328 1.247253761200577 0.0013521568429652308 1.0753267522671372e-05 0.010207917287052615 0.0013521568429652308
add normal 1 0.28 hf+qdpt3 full 11 6.077351061175717e-10 0.011163962222207878 0.005486854855862085 0.3335022585140527 0.09494479623686691 1.2333832567776606 0.00656260191980039 6.110019785642978e-06 0.024829334768932343 0.00656260191980039
add normal 1 0.28 hf+qdpt3 full 12 2.6436252290944207e-10 0.4200289982568609 1.840700711088371 0.017999151579559766 0.07576609923694558 0.8196526161394453 1.8422065722225915 3.8165451245758016e-06 0.43923744348888416 1.8422065722225915
add normal 1 0.28 hf+qdpt3 full 13 1.7918480202781284e-11 -0.05983275106619467 0.003070498397870474 -0.22217743276038512 0.02416383951849281 1.2933350413557403 0.0038354338646380435 1.0179974669098669e-06 -0.03384277506096778 0.0038354338646380435
add normal 1 0.28 hf+qdpt3 full 14 3.09307419360393e-11 -0.05302193205104555 0.0015476150213956808 -0.310866740834572 0.038852819155523015 1.2833773305122311 0.003075822167206738 1.2634505865154161e-06 -0.023344936380549797 0.003075822167206738
add normal 1 0.28 hf+qdpt3 full 15 1.750494812677066e-12 -0.05181665527792815 0.0001418342030288689 -0.4331523252087718 0.011196114491290834 1.2765518124629984 0.0004436291397772041 3.934712108995016e-07 -0.016034543620454755 0.0004436291397772041
add normal 1 0.28 imsrg full 8 3.6789948946274294e-07 -4.200584540688159e+26 2.77426808498575e+32 -48.38455629421924 476413.04613351694 1.319738537723872 0.0002476310127916298 0.0003840694689771577 -0.0002794236718892673 0.0002476310127916298
add normal 1 0.28 imsrg full 9 6.334893133265423e-08 43.37380117767707 404.9807985985673 -6.769123020722287 5.876544703876499 1.3194229845327021 0.00017365965720455038 8.574365836625913e-05 -9.175287251217412e-05 0.00017365965720455038
add normal 1 0.28 imsrg full 10 2.5235389152747002e-08 -8.55298451933211e-09 1.0367025346194415e-07 4.760745873486285 5.136606057309526 1.3196660373562106 0.00020850017425857678 6.13693542049104e-05 -0.0004756412996005377 0.00020850017425857678
add normal 1 0.28 imsrg full 11 7.445563246854115e-10 0.018299381238558815 0.015560226859622606 -1.3412751874365845 0.6065537724693301 1.318353806147074 0.00045651176758302296 6.2994584039777805e-06 0.0007282287500010032 0.00045651176758302296
add normal 1 0.28 imsrg full 12 1.7634767909490295e-10 0.010824757571601252 0.01881061269187526 -0.15470803569507524 0.4152255226178028 1.3116158058775318 0.020415756165240405 3.2895855982449953e-06 0.007373072234029943 0.020415756165240405
add normal 1 0.28 imsrg full 13 6.390003458048863e-12 0.014795815504379514 0.002194924678577455 -1.1317165472890287 0.09997789169098695 1.3180997687059213 8.897931136228077e-05 6.63620664202406e-07 0.0008113409778405245 8.897931136228077e-05
add normal 1 0.28 imsrg full 14 1.3430137940570784e-12 0.011206329040569675 0.0009503164400654321 -0.9450822848755391 0.06042810329029294 1.3179190138340589 6.966560082679715e-05 2.6388949956825503e-07 0.000925589711957775 6.966560082679715e-05
add normal 1 0.28 imsrg full 15 3.3283352326394627e-14 0.0143587953640469 0.00028573332538154016 -1.105113211880284 0.012144415007946751 1.3180674808113861 9.441117994200604e-06 1.0401489788439059e-07 0.0007201181562093151 9.441117994200604e-06
add normal 1 0.28 imsrg+eom full 11 1.4005837672485105e-10 0.04232692776163242 0.009110248343161148 -1.507805619821447 0.1453242788659694 1.233983501217945 0.0001573626970232528 3.215704569437559e-06 0.0011353857820550761 0.0001573626970232528
add normal 1 0.28 imsrg+eom full 12 5.453010122068092e-12 0.02309283621820143 0.0012929281847106542 -1.0952687474486327 0.04137420133857442 1.2334480830895715 7.225376229578186e-05 6.197015381308061e-07 0.0015189859104285386 7.225376229578186e-05
add normal 1 0.28 imsrg+eom full 13 2.5191804756172937e-12 0.02514187623657474 0.001437510011590462 -1.1525837144381827 0.03812896292709327 1.233532755127992 5.388820611711963e-05 5.547583121845598e-07 0.001307259872008082 5.388820611711963e-05
add normal 1 0.28 imsrg+eom full 14 2.2061997759822906e-12 0.024415626127359123 0.001825367266865893 -1.1357312505357555 0.04735261571445527 1.2335150479233434 6.19124791326963e-05 3.6733958364290264e-07 0.0012195050766565796 6.19124791326963e-05
add normal 1 0.28 imsrg+eom full 15 4.0926915842315676e-11 0.07297601274759684 0.03910611298974154 -1.7462301649206153 0.27270403031533913 1.234011869375327 0.00013367168600756052 1.6786969834023126e-06 0.0006475306246729318 0.00013367168600756052
add normal 1 0.28 imsrg+qdpt3 full 8 5.080120872430825e-08 0.00015466075936398897 0.00022629907495457205 1.6667574934082312 0.6081743431236155 1.2395019674772385 0.0010741511233517966 6.50325114128125e-05 0.004879840086368992 0.0010741511233517966
add normal 1 0.28 imsrg+qdpt3 full 9 9.093953919679888e-09 0.007908653559867557 0.009975546392525689 0.37498625979746647 0.27536014275771786 1.22714119405425 0.01187265565627331 2.2732667216501025e-05 0.01801884332066872 0.01187265565627331
add normal 1 0.28 imsrg+qdpt3 full 10 3.169234953098066e-09 -0.06184433182933169 0.06843006904006543 -0.1349246882972197 0.20608546605540665 1.2911335150405006 0.07168603846820207 1.2933305485634964e-05 -0.04532336875738485 0.07168603846820207
add normal 1 0.28 imsrg+qdpt3 full 11 1.6443857451293373e-09 0.04651703780551177 0.10448244860902546 0.10595310266930984 0.19343069002282018 1.1864302989341637 0.10690257241693088 9.770652687206775e-06 0.059962905015779944 0.10690257241693088
add normal 1 0.28 imsrg+qdpt3 full 12 7.759505447662669e-11 -0.03943890538028285 0.0011927726368757103 -0.35049816572615516 0.052159034149987675 1.2634119834350508 0.002639952429856162 2.3052799779511065e-06 -0.01650588189027946 0.002639952429856162
add normal 1 0.28 imsrg+qdpt3 full 13 4.0091890779868925e-11 -0.040899690083519555 0.0019035396468633252 -0.29757516703692993 0.04724844551815253 1.266427944699557 0.0031992547104728493 1.4524543639711822e-06 -0.019067002102537423 0.0031992547104728493
add normal 1 0.28 imsrg+qdpt3 full 14 1.1062678526904323e-12 -0.03915881879997664 7.331296771089882e-05 -0.4388542963569263 0.009668287206571698 1.2600651392661693 0.0002920132861809555 3.62813671785329e-07 -0.012298729791052176 0.0002920132861809555
add normal 1 0.28 imsrg+qdpt3 full 15 9.665439447797248e-13 -0.039730651491198234 0.00020773032793987335 -0.4814400797992913 0.011042935300133977 1.2589173501599835 0.00026689486119135943 2.9758759518035657e-07 -0.010787531911233605 0.00026689486119135943
add normal 1 0.5 hf full 8 3.133568395550202e-09 -1.1832032583505777e+22 9.648883737714031e+27 -41.869940210293876 588246.5378822609 1.9839717890321271 2.2956107993656012e-05 4.179085875608388e-05 -2.6284166283696564e-05 2.2956107993656012e-05
add normal 1 0.5 hf full 9 8.896261864937514e-11 0.013593386306099063 0.029095721727670176 -3.0977185865599357 1.437211427018724 1.9839220549613594 1.978878127611846e-05 3.14657073277383e-06 1.6348459634940582e-05 1.978878127611846e-05
add normal 1 0.5 hf full 10 2.407620062420568e-11 87.77711233084017 393.9903267315503 -8.113127195214453 2.5280985719454754 1.9839373119896324 3.2308168140292902e-06 2.6621731370664815e-06 -1.0538129957549103e-06 3.2308168140292902e-06
add normal 1 0.5 hf full 11 9.783088679853099e-12 0.0006831425776524729 0.0036360601937494882 -1.7343578401261508 3.4091889938957833 1.983924758795513 3.185388093767355e-05 1.0422656732577947e-06 1.1725023471687024e-05 3.185388093767355e-05
add normal 1 0.5 hf full 12 2.836946531745234e-13 280100.94440918276 942886.7315056286 -11.585198523435345 1.626133455514242 1.9839358530780968 3.103773091690667e-07 2.853891234494752e-07 -5.640293898601101e-08 3.103773091690667e-07
add normal 1 0.5 hf full 13 2.6726961110219347e-13 252514070.71102184 4820158374.570941 -14.705072953552847 8.675641798278034 1.983936017530844 2.1613195148018306e-07 2.2988140771495482e-07 1.3790241371047784e-07 2.1613195148018306e-07
add normal 1 0.5 hf full 14 1.9620085711653861e-13 1.57452176058113e-05 0.00034351527294693157 -1.1943062471998387 13.441308512370533 1.9839353113315727 9.339178444156344e-06 1.8619366262878697e-07 6.971581762993395e-07 9.339178444156344e-06
add normal 1 0.5 hf+qdpt3 full 8 1.2875396279854048e-07 1.7764086225438818 2.805120381866163 -4.384999949276652 1.1785225722611175 1.9587836231978397 0.00033999431719292604 0.00016671721429515986 0.00036419685377042654 0.00033999431719292604
add normal 1 0.5 hf+qdpt3 full 9 7.17752964120783e-08 1.8618718178516893e+17 5.452911902659272e+19 -28.847098869599442 182.02600018095265 1.9592125727745417 0.00011044265395507298 0.00015210193647778407 0.00021270365692238613 0.00011044265395507298
add normal 1 0.5 hf+qdpt3 full 10 2.2365625242396252e-08 4.679409597819445e-13 5.495845427676609e-12 9.139739243479971 5.074928341417483 1.9591208243850025 9.282879849632472e-05 6.071665479549751e-05 0.0006331041503087054 9.282879849632472e-05
add normal 1 0.5 hf+qdpt3 full 11 4.590356462384988e-09 2.55499213153315e-07 5.975045813337083e-07 3.571673621105818 0.9294778064891505 1.9587681560404182 0.00017478086795883323 2.3100614342744068e-05 0.001324838175005283 0.00017478086795883323
add normal 1 0.5 hf+qdpt3 full 12 3.0635234321319903e-10 5.9630185641131275e-05 3.614259533673621e-05 1.544947448873608 0.205261227257279 1.9576605013306085 0.00027353241499079894 4.522845451700175e-06 0.0027666217199029397 0.00027353241499079894
add normal 1 0.5 hf+qdpt3 full 13 1.0287990419318381e-10 0.0005747622809633302 0.0002606358768080262 0.8409663615692534 0.12664161075420408 1.9557749733682046 0.0006434269308819279 2.5597179719922943e-06 0.004965664086072241 0.0006434269308819279
add normal 1 0.5 hf+qdpt3 full 14 3.967803968752747e-11 0.0032329104896448423 0.001384567497104364 0.41898522983591785 0.08808841497076456 1.951268424398232 0.00191516307623023 1.541528357073812e-06 0.009766137439143341 0.00191516307623023
add normal 1 0.5 imsrg full 8 4.164492236227173e-08 -36103.11321730615 140615.7771309725 -11.602232337405274 2.8182653144334497 2.0313486999345285 9.216662253479623e-05 0.00038686724873842937 2.7315328512411696e-05 9.216662253479623e-05
add normal 1 0.5 imsrg full 9 2.878734686955752e-08 -0.10374356976661289 1.0513889909884444 -3.522390983272636 6.685086633508801 2.031436935587616 0.0002862935197122905 4.2297889093195414e-05 -9.623626918831008e-05 0.0002862935197122905
add normal 1 0.5 imsrg full 10 1.725942295225687e-08 -3.042383849632422e+30 1.2272790591979104e+34 -43.89477963224805 2251.503665259837 2.031359698132934 5.414501923441997e-05 7.015402796832676e-05 -8.978345884047556e-05 5.414501923441997e-05
add normal 1 0.5 imsrg full 11 2.958993417182203e-10 -8.156578546104647e-05 0.00026713615229092413 0.8969074257595387 0.9912709346804737 2.0319149960985823 0.0006364378341897984 3.932241039136318e-06 -0.0007017901674601923 0.0006364378341897984
add normal 1 0.5 imsrg full 12 2.0145053286505593e-10 -1.0239608590626812e-05 2.920870865990686e-05 1.548278286458831 0.9663698380032673 2.031636927317377 0.00022243731122481529 4.048813102038587e-06 -0.0004769021890353997 0.00022243731122481529
add normal 1 0.5 imsrg full 13 3.725399981159425e-12 0.004032695912724024 0.00021476589807727358 -0.5000844555917044 0.1406429092710888 2.029996281728377 0.00034532106456059195 4.5494545553071295e-07 0.0011180452988934775 0.00034532106456059195
add normal 1 0.5 imsrg full 14 2.5093915907412694e-12 0.003921171986806901 4.4804759006002004e-05 -0.3956564512728232 0.14515717959893765 2.0296936281264775 0.0005416733725400857 3.780285782804403e-07 0.0013806396798163867 0.0005416733725400857
add normal 1 0.5 imsrg+eom full 11 6.305570309338239e-11 0.12960342780393952 0.012249729325847425 -1.894686892464634 0.05873274555682831 1.9343376261861762 6.762186822680012e-05 3.161866743521237e-06 0.0013757408138237448 6.762186822680012e-05
add normal 1 0.5 imsrg+eom full 12 4.1527489729954317e-10 0.06554631932230529 0.02310245440759873 -1.4701581908146977 0.22303767047134093 1.9337713320570458 0.0003523658665285877 5.54140606078389e-06 0.0016899469429543235 0.0003523658665285877
add normal 1 0.5 imsrg+eom full 13 1.2489274218086463e-10 0.036826626509009974 0.009241972978138606 -1.1076553280724974 0.17130439411592754 1.933121552921761 0.00041042404513962907 2.7914371183259233e-06 0.0021531220782391447 0.00041042404513962907
add normal 1 0.5 imsrg+eom full 14 1.7344218744698162e-10 0.06986997716017324 0.03401019090003076 -1.497805142944019 0.27227002552959423 1.9337783069430667 0.0003171885242258539 3.0876048339949003e-06 0.00134473405693325 0.0003171885242258539
add normal 1 0.5 imsrg+eom full 15 1.039978824425663e-11 0.26736189595969007 0.050164886179120946 -2.177637608126999 0.09043806355705572 1.9342694866346897 4.3586842572789445e-05 9.401351981004165e-07 0.0007340333653103048 4.3586842572789445e-05
add normal 1 0.5 imsrg+qdpt3 full 8 3.6494735320744764e-08 22.970516471212175 43.814386208983905 -6.564034814514825 1.3934815626794708 1.941737525161362 0.00011662649190026415 5.4021983595120184e-05 0.00014369051615004125 0.00011662649190026415
add normal 1 0.5 imsrg+qdpt3 full 9 9.212085466718265e-08 1.4351882274816235e+29 5.437616025183953e+34 -46.42963724014158 235408.9871837996 1.9418913123956025 0.00011261564298298236 0.000138833587171635 0.0002499897557031172 0.00011261564298298236
add normal 1 0.5 imsrg+qdpt3 full 10 7.055881885057414e-09 1.089189042748857e-09 5.044729385223734e-09 5.812762014985901 1.980820971695287 1.9417122553618038 8.318430362631846e-05 2.0318001627272818e-05 0.0006938128886342376 8.318430362631846e-05
add normal 1 0.5 imsrg+qdpt3 full 11 1.8219112553767684e-09 3.056506894955023e-06 5.011592766476271e-06 2.5536432536293763 0.6280572970696797 1.941295978510255 0.0002040408597808052 1.2498498665845214e-05 0.001385946720931619 0.0002040408597808052
add normal 1 0.5 imsrg+qdpt3 full 12 5.1299172722602255e-11 0.00020980040615581065 6.83480635437357e-05 1.0732393430544898 0.10085081964570032 1.939925350772732 0.0002300015971144684 1.766684911252814e-06 0.0030176732438180753 0.0002300015971144684
add normal 1 0.5 imsrg+qdpt3 full 13 9.360802711136661e-11 0.0008091111240620717 0.0004711405686681698 0.6870786703617514 0.15143969429491957 1.9384768826984697 0.0009178261787732827 2.4195508533514124e-06 0.004711030014679984 0.0009178261787732827
add normal 1 0.5 imsrg+qdpt3 full 14 5.7084183674657275e-12 0.006877221123349436 0.0019334833335937376 0.24083082357956298 0.04243419502721242 1.9304312694427381 0.002197430324834816 5.728741708553328e-07 0.012983984676436577 0.002197430324834816
add normal 1 1.0 ccsd+eom full 9 2.8685101131187976e-09 0.2927023803444933 0.027699680263658478 -1.9831551646800645 0.07071420842448534 3.3722736175969112 0.00025314568268505977 2.4203958886754035e-05 0.0037282204030888444 0.00025314568268505977
add normal 1 1.0 ccsd+eom full 10 2.0517262525992707e-11 0.20531629188228284 0.0030393405068252525 -1.7376839166367688 0.010343791974300316 3.3714929892617542 3.6011283912400206e-05 7.897308127232556e-06 0.003756421738245752 3.6011283912400206e-05
add normal 1 1.0 ccsd+eom full 11 1.4798811160352314e-11 0.198471143726921 0.004297604478523032 -1.7155674265058356 0.013903087620449403 3.3714271644736984 3.973400027035119e-05 4.1044379054916575e-06 0.003243987526301506 3.973400027035119e-05
add normal 1 1.0 ccsd+eom full 12 1.7834241477915425e-11 0.19770423631612985 0.007566551543799035 -1.7126126777356054 0.022878497683643927 3.3714153732958065 5.409754249355596e-05 2.795300638014474e-06 0.0028029317041933233 5.409754249355596e-05
add normal 1 1.0 ccsd+eom full 13 8.414005087942392e-13 0.1734053677261894 0.0021645483123749944 -1.637308086952475 0.007131732486666737 3.3712520612258072 1.5547820798921027e-05 1.4297136123505838e-06 0.0026010647741929738 1.5547820798921027e-05
add normal 1 1.0 ccsd+eom full 14 2.062177336968082e-12 0.166883349004744 0.0047241792990600304 -1.6158679625446084 0.015424135362578697 3.371207528287047 2.9769109575356173e-05 1.0607667008290388e-06 0.0023460357129527765 2.9769109575356173e-05
add normal 1 1.0 ccsd+eom full 15 1.8610786820957268e-13 0.15049285984915214 0.0017757525218599392 -1.5610722533798846 0.006214245648712627 3.371107972875664 1.124510085169366e-05 6.298162304478665e-07 0.0021954171243359077 1.124510085169366e-05
add normal 1 1.0 ccsd+eom full 16 2.4220536616746204e-13 0.14231556726354852 0.0025881955277832114 -1.5322721820001912 0.009257172389577935 3.3710584246887993 1.5441858783840763e-05 4.6170415378193597e-07 0.0020331803112005886 1.5441858783840763e-05
add normal 1 1.0 ccsd+eom full 17 6.089394981769412e-14 0.13260660918458878 0.0015931258538989146 -1.4970453943538433 0.005943875265193839 3.371002429945166 9.323959287125723e-06 3.1316533593422785e-07 0.0019076820548340478 9.323959287125723e-06
add normal 1 1.0 ccsd+eom full 18 4.023355398961141e-14 0.12586045061274592 0.0015880428525770214 -1.4716699862217009 0.006075598233586732 3.3709643021828395 8.936729638332038e-06 2.312306457125988e-07 0.0017886478171607045 8.936729638332038e-06
add normal 1 1.0 ccsd+eom full 19 1.756124420635408e-14 0.11960623706002389 0.0012608469274208887 -1.4475290116130002 0.00495367525490041 3.370930191400679 6.8786782794044425e-06 1.6999646831142083e-07 0.0016854215993209465 6.8786782794044425e-06
add normal 1 1.0 ccsd+eom full 20 9.49212830794509e-15 0.11447544641999007 0.0011069870305486383 -1.4272296098101438 0.0044419261056095685 3.370903027902887 5.83423251353568e-06 1.2884730261243092e-07 0.0015916010971133154 5.83423251353568e-06
add normal 1 1.0 hf full 8 1.762668896779904e-07 -6.204496640270627e+21 3.293543192037608e+27 -41.038864179766655 382912.14468157734 3.4347679850637403 0.0001530952488836386 0.00040986895425998383 -9.977734946087224e-05 0.0001530952488836386
add normal 1 1.0 hf full 9 4.419359680143023e-09 5.5407339960914815e+26 2.2448055604745354e+31 -43.0166822853309 25172.919971372605 3.4346526647400237 2.455931191007961e-05 7.823735230203968e-05 1.3446529862903844e-05 2.455931191007961e-05
add normal 1 1.0 hf full 10 4.542008438476976e-09 -7.27711879066942e+26 inf -47.17748335479457 inf 3.434655386405627 inf 0.0004224442604360281 1.0724849685672666e-05 inf
add normal 1 1.0 hf full 11 5.908201239877575e-13 756218.7856821215 2844061.735156895 -12.663923489209818 1.9407893813669357 3.4346654332046844 4.06664031668432e-07 1.941802410885567e-06 -5.196339478708012e-07 4.06664031668432e-07
add normal 1 1.0 hf full 12 9.306746307598492e-13 -4.086467812980138e-06 6.791130007062923e-05 0.5570751375741868 4.084206388442556 3.434680709470431 0.00010609904244124934 5.882427120920059e-07 -1.6009642790582035e-05 0.00010609904244124934
add normal 1 1.0 hf full 13 1.567414600926546e-12 -6.9922856373039344e-37 5.30062979882994e-35 27.04474084218791 29.35067796965517 3.434665510246921 6.332853269476791e-07 2.802039990198334e-07 -8.59542463427232e-07 6.332853269476791e-07
add normal 1 1.0 hf full 14 4.3180285704854014e-14 4273.582024828761 34305.81878705886 -9.422298888080448 3.525433984706603 3.4346644242066695 1.9251498043332716e-07 7.28666172898644e-08 1.0351801948971229e-07 1.9251498043332716e-07
add normal 1 1.0 hf full 15 1.0326559307587272e-14 0.0005262009230390106 0.0007076271618774997 -2.8261630508062106 0.691248620392847 3.434664274611616 1.527568082636184e-07 2.4793640116629592e-08 3.155282524147651e-07 1.527568082636184e-07
