# num_shells num_filled freq ml p   label energy
          16          5  1.0  1  17 rm    16.10424779412017
          16          5  1.0  1  34 add   18.150616957537235
          16          5  1.0  2  27 rm    16.73693258222677
          16          5  1.0  2  46 add   18.804337716889954
          16          5 0.28  0  25 rm    6.8371507254181445
          16          5 0.28  0  48 add   7.644811332616393
          16          5 0.28  1  17 rm    6.6777268314621105
          16          5 0.28  1  34 add   7.455894828898935
          16          5 0.28  2  27 rm    6.830426130015462
          16          5 0.28  2  46 add   7.634237648207891
          16          6  0.1  0  25 rm    4.48319604841736
          16          6  0.1  0  48 add   4.970125570212919
          16          6  0.1  1  37 rm    4.541975730860013
          16          6  0.1  1  62 add   5.022383029259036
          16          6  0.1  2  27 rm    4.478156766733566
          16          6  0.1  2  46 add   4.957751017936674
          16          6  1.0  0  25 rm    20.560856626155566
          16          6  1.0  0  48 add   22.585603692693027
          16          6  1.0  1  37 rm    21.191191273307386
          16          6  1.0  1  62 add   23.223258882135767
          16          6  1.0  2  27 rm    20.536195855282113
          16          6  1.0  2  46 add   22.543159246058643
          16          6 0.28  0  25 rm    8.648881808312437
          16          6 0.28  0  48 add   9.498700914611298
          16          6 0.28  1  37 rm    8.804967974854788
          16          6 0.28  1  62 add   9.653370783443824
          16          6 0.28  2  27 rm    8.64002662818614
          16          6 0.28  2  46 add   9.478210785562613
          16          7  1.0  0  49 rm    25.991318593274872
          16          7  1.0  0  80 add   28.244564495879583
          16          7  1.0  1  37 rm    25.326724386891815
          16          7  1.0  1  62 add   27.367057304164966
          16          7  1.0  2  51 rm    25.963099747795354
          16          7  1.0  2  78 add   28.208672933837782
          17          5  0.1  0  25 rm    3.3701947801645797
          17          5  0.1  0  48 add   3.8024209836200633
          17          5  0.1  1  17 rm    3.3195436698365524
          17          5  0.1  1  34 add   3.75608189703199
          17          5  0.1  2  27 rm    3.370911099649882
          17          5  0.1  2  46 add   3.7984202671957434
          17          5  1.0  0  25 rm    16.76652483512662
          17          5  1.0  0  48 add   18.832391046025162
          17          5  1.0  1  17 rm    16.102356893436845
          17          5  1.0  1  34 add   18.15104244857251
          17          5  1.0  2  27 rm    16.735037415559656
          17          5  1.0  2  46 add   18.804318738850373
          17          5 0.28  0  25 rm    6.829542380525997
          17          5 0.28  0  48 add   7.598583814984653
          17          5 0.28  1  17 rm    6.67051349396577
          17          5 0.28  1  34 add   7.44773022299907
          17          5 0.28  2  27 rm    6.822965098117418
          17          5 0.28  2  46 add   7.590662502438909
          17          6  0.1  0  25 rm    4.407503870105398
          17          6  0.1  0  48 add   4.87984408067217
          17          6  0.1  1  37 rm    4.475252932764826
          17          6  0.1  1  62 add   4.96784699533513
          17          6  0.1  2  27 rm    4.40214715132773
          17          6  0.1  2  46 add   4.868837971148566
          17          6  1.0  0  25 rm    20.555630136200563
          17          6  1.0  0  48 add   22.565122486538606
          17          6  1.0  1  37 rm    21.185809873602295
          17          6  1.0  1  62 add   23.22212952682832
          17          6  1.0  2  27 rm    20.530954485279217
          17          6  1.0  2  46 add   22.52430252481558
          17          6 0.28  0  25 rm    8.59071403420407
          17          6 0.28  0  48 add   9.404893783529763
          17          6 0.28  1  37 rm    8.755518368651115
          17          6 0.28  1  62 add   9.619498375554668
          17          6 0.28  2  27 rm    8.584008194909387
          17          6 0.28  2  46 add   9.386551580118569
          17          7  1.0  0  49 rm    25.88149179692738
          17          7  1.0  0  80 add   27.941757766663535
          17          7  1.0  1  37 rm    25.260518066292573
          17          7  1.0  1  62 add   27.302089519921577
          17          7  1.0  2  51 rm    25.85981833547773
          17          7  1.0  2  78 add   27.916728464405992
          17          7 0.28  0  49 rm    10.975286415313743
          17          7 0.28  0  80 add   11.882480393082966
          17          7 0.28  1  37 rm    10.81432255712967
          17          7 0.28  1  62 add   11.718656316995318
          17          7 0.28  2  51 rm    10.963217364687592
          17          7 0.28  2  78 add   11.871392730711753
          18          5  0.1  0  25 rm    3.3541117589433607
          18          5  0.1  0  48 add   3.7911624055210282
          18          5  0.1  1  17 rm    3.3050668297045367
          18          5  0.1  1  34 add   3.723687051527756
          18          5  0.1  2  27 rm    3.3558768193160375
          18          5  0.1  2  46 add   3.78669212850579
          18          5  1.0  0  25 rm    16.765111803771067
          18          5  1.0  0  48 add   18.832640054971378
          18          5  1.0  1  17 rm    16.10089960207375
          18          5  1.0  1  34 add   18.151330277745167
          18          5  1.0  2  27 rm    16.7335537084621
          18          5  1.0  2  46 add   18.804589859250086
          18          5 0.28  0  25 rm    6.828418487234833
          18          5 0.28  0  48 add   7.597821043625438
          18          5 0.28  1  17 rm    6.669435058110734
          18          5 0.28  1  34 add   7.437791050112574
          18          5 0.28  2  27 rm    6.821822726313215
          18          5 0.28  2  46 add   7.589872963804732
          18          6  0.1  0  25 rm    4.358096187508902
          18          6  0.1  0  48 add   4.825134762007443
          18          6  0.1  1  37 rm    4.4151579910961525
          18          6  0.1  1  62 add   4.87164048095712
          18          6  0.1  2  27 rm    4.354498677385115
          18          6  0.1  2  46 add   4.815398834891449
          18          6  1.0  0  25 rm    20.551904191918453
          18          6  1.0  0  48 add   22.564286271214677
          18          6  1.0  1  37 rm    21.181849685397445
          18          6  1.0  1  62 add   23.20136243987976
          18          6  1.0  2  27 rm    20.52713506877911
          18          6  1.0  2  46 add   22.52316146421872
          18          6 0.28  0  25 rm    8.55764753937816
          18          6 0.28  0  48 add   9.370873367715967
          18          6 0.28  1  37 rm    8.709395968436134
          18          6 0.28  1  62 add   9.512484819533102
          18          6 0.28  2  27 rm    8.550890198150332
          18          6 0.28  2  46 add   9.353123274238982
          18          7  1.0  0  49 rm    25.85807423844624
          18          7  1.0  0  80 add   27.929005976670886
          18          7  1.0  1  37 rm    25.230651120842612
