# Functional dependencies:
#
#   * (interaction, num_shells, num_filled, freq, method) -> energy
#
interaction num_shells num_filled freq method energy
normal 14 6 0.1 hf 114.64983444992119
normal 14 6 0.1 imsrg 112.5309474053556
normal 14 6 0.1 mp2 112.65185404638916
normal 14 6 0.28 hf 225.64147479844365
normal 14 6 0.28 imsrg 222.710177782758
normal 14 6 0.28 mp2 222.79292045146886
normal 14 6 1.0 hf 547.9074931868863
normal 14 6 1.0 imsrg 544.0770450741365
normal 14 6 1.0 mp2 544.0530371904473
normal 14 7 1.0 hf 889.7654681455771
normal 14 7 1.0 imsrg 885.2798284011855
normal 14 7 1.0 mp2 885.1397272992749
normal 15 1 0.28 hf 1.1417119545454528
normal 15 1 0.28 imsrg 0.9971164771417742
normal 15 1 0.28 mp2 1.0203553111025547
normal 15 1 1.0 hf 3.1619084288605404
normal 15 1 1.0 imsrg 2.9935076127661246
normal 15 1 1.0 mp2 3.006515857256452
normal 15 2 0.1 hf 3.852380936302795
normal 15 2 0.1 imsrg 3.4952895530127757
normal 15 2 0.1 mp2 3.5422921874824786
normal 15 2 0.28 hf 8.019569235961756
normal 15 2 0.28 imsrg 7.572637569032101
normal 15 2 0.28 mp2 7.60468621992095
normal 15 2 1.0 hf 20.719214747507095
normal 15 2 1.0 imsrg 20.16574160360481
normal 15 2 1.0 mp2 20.18895651151379
normal 15 3 0.1 hf 12.924658735226831
normal 15 3 0.1 imsrg 12.22118705844346
normal 15 3 0.1 mp2 12.253146294782375
normal 15 3 0.28 hf 26.550024932408114
normal 15 3 0.28 imsrg 25.627661010985282
normal 15 3 0.28 mp2 25.6524041844649
normal 15 3 1.0 hf 66.91132136182122
normal 15 3 1.0 imsrg 65.75440241689863
normal 15 3 1.0 mp2 65.77518287132524
normal 15 4 0.1 hf 31.16860419848128
normal 15 4 0.1 imsrg 29.954615705694263
normal 15 4 0.1 mp2 30.003225155332085
normal 15 4 0.28 hf 63.53900655802117
normal 15 4 0.28 imsrg 61.96452706229508
normal 15 4 0.28 mp2 61.9864664474677
normal 15 4 1.0 hf 158.00431481212576
normal 15 4 1.0 imsrg 156.0424435077731
normal 15 4 1.0 mp2 156.05334524859538
normal 15 5 0.1 hf 62.77830844979631
normal 15 5 0.1 imsrg 60.88550457556627
normal 15 5 0.1 mp2 61.07662034809013
normal 15 5 0.28 hf 126.5596814917315
normal 15 5 0.28 imsrg 124.15328024456323
normal 15 5 0.28 mp2 124.21725283315813
normal 15 5 1.0 hf 311.8603985582427
normal 15 5 1.0 imsrg 308.9306231887532
normal 15 5 1.0 mp2 308.92354930338325
normal 15 6 0.28 hf 224.9375245767668
normal 15 6 0.28 imsrg 221.73226415089655
normal 15 6 0.28 mp2 221.84545391023997
normal 15 6 1.0 hf 547.8010210912266
normal 15 6 1.0 imsrg 543.8093218729799
normal 15 6 1.0 mp2 543.7782024994356
normal 15 7 0.28 hf 370.0874169645669
normal 15 7 0.28 imsrg 366.5165501380641
normal 15 7 0.28 mp2 366.50004959495254
normal 15 7 1.0 hf 887.3021307004698
normal 15 7 1.0 imsrg 882.4608403126759
normal 15 7 1.0 mp2 882.3427619475603
normal 16 4 0.28 hf 63.53880858562614
normal 16 4 0.28 imsrg 61.958511969139074
normal 16 4 0.28 mp2 61.9639685851196
normal 16 5 0.1 hf 62.610353556164675
normal 16 5 0.1 imsrg 60.651698572683
normal 16 5 0.1 mp2 60.82650387760514
normal 16 5 0.28 hf 126.52569475493111
normal 16 5 0.28 imsrg 124.10411665946745
normal 16 5 0.28 mp2 124.12790488434007
normal 16 5 1.0 hf 311.8602576439238
normal 16 5 1.0 imsrg 308.88297468749806
normal 16 5 1.0 mp2 308.86114086226416
normal 16 6 0.1 hf 112.58697006964931
normal 16 6 0.1 imsrg 110.15812289252858
normal 16 6 0.1 mp2 110.32522627157749
normal 16 6 0.28 hf 224.18949795091675
normal 16 6 0.28 imsrg 220.8759092464811
normal 16 6 0.28 mp2 220.96388546778593
normal 16 6 1.0 hf 547.6912813104875
normal 16 6 1.0 imsrg 543.5977587441181
normal 16 6 1.0 mp2 543.5443713454677
normal 16 7 1.0 hf 886.7047187214671
normal 16 7 1.0 imsrg 881.5277999771681
normal 16 7 1.0 mp2 881.4280494581417
normal 17 4 0.28 hf 63.538805552578644
normal 17 4 0.28 imsrg 61.953687159251295
normal 17 4 0.28 mp2 61.944906916155084
normal 17 5 0.1 hf 62.42657256167444
normal 17 5 0.1 imsrg 60.53341332618779
normal 17 5 0.1 mp2 60.612536243708405
normal 17 5 0.28 hf 126.49266403452374
normal 17 5 0.28 imsrg 124.07032801651584
normal 17 5 0.28 mp2 124.0558126905172
normal 17 5 1.0 imsrg 308.8452750729166
normal 17 6 0.1 hf 112.01462274932642
normal 17 6 0.1 imsrg 109.36129248738598
normal 17 6 0.1 mp2 109.57844697192493
normal 17 6 0.28 hf 223.92851071766498
normal 17 6 0.28 imsrg 220.48431030742077
normal 17 6 0.28 mp2 220.55850361240564
normal 17 6 1.0 hf 547.6864073226396
normal 17 6 1.0 imsrg 543.5095945027923
normal 17 6 1.0 mp2 543.4381963583814
normal 17 7 0.28 hf 366.15450610582695
normal 17 7 0.28 imsrg 362.0448563051184
normal 17 7 0.28 mp2 362.06118666746335
normal 17 7 1.0 hf 886.0525173365543
normal 17 7 1.0 imsrg 880.6705111992488
normal 17 7 1.0 mp2 880.5515374815761
normal 18 4 0.28 hf 63.53880041893644
normal 18 4 0.28 imsrg 61.949739261963046
normal 18 4 0.28 mp2 61.92858585366155
normal 18 5 0.1 hf 62.360822674925146
normal 18 5 0.1 imsrg 60.47090952753546
normal 18 5 0.1 mp2 60.504390143084
normal 18 5 0.28 hf 126.48984626110058
normal 18 5 0.28 imsrg 124.05797598484995
normal 18 5 0.28 mp2 124.01756402208188
normal 18 5 1.0 hf 311.859981267087
normal 18 5 1.0 imsrg 308.8143310316261
normal 18 5 1.0 mp2 308.7641884756095
normal 18 6 0.1 hf 111.41720933567245
normal 18 6 0.1 imsrg 108.75913231635603
normal 18 6 0.1 mp2 108.92979158411896
normal 18 6 0.28 hf 223.64656535332273
normal 18 6 0.28 imsrg 220.1886023826399
normal 18 6 0.28 mp2 220.19349944460663
normal 18 6 1.0 hf 547.6834026375711
normal 18 6 1.0 imsrg 543.4402382260876
normal 18 6 1.0 mp2 543.3500224564876
normal 18 7 0.28 hf 365.23264803387474
normal 18 7 0.28 imsrg 360.8369905957503
normal 18 7 0.28 mp2 360.86729510532945
normal 18 7 1.0 hf 885.9552834852595
normal 18 7 1.0 imsrg 880.4160629084006
normal 18 7 1.0 mp2 880.2809422086126
normal 19 4 0.28 hf 63.5388003810966
normal 19 4 0.28 imsrg 61.946458771772186
normal 19 4 0.28 mp2 61.91442385606318
normal 19 5 0.28 hf 126.48787015969455
normal 19 5 0.28 imsrg 124.04841234344518
normal 19 5 0.28 mp2 123.98574240696693
normal 19 5 1.0 hf 311.8599475928778
normal 19 5 1.0 imsrg 308.78882855091234
normal 19 5 1.0 mp2 308.72573402596004
normal 19 6 0.1 hf 111.10836126608503
normal 19 6 0.1 imsrg 108.33717035983922
normal 19 6 0.1 mp2 108.50429324618246
normal 19 6 0.28 hf 223.5756485069956
normal 19 6 0.28 imsrg 220.0921965745066
normal 19 6 0.28 mp2 220.04887943764743
normal 19 6 1.0 hf 547.6833205574692
normal 19 6 1.0 imsrg 543.3850494525449
normal 19 6 1.0 mp2 543.2767352794291
normal 19 7 0.1 hf 183.48232113830747
normal 19 7 0.1 imsrg 180.21565404579852
normal 19 7 0.1 mp2 180.30704030961147
normal 19 7 0.28 hf 364.27159518367074
normal 19 7 0.28 imsrg 359.75118776523897
normal 19 7 0.28 mp2 359.7599389196607
normal 19 7 1.0 hf 885.8589982212317
normal 19 7 1.0 imsrg 880.2123229511077
normal 19 7 1.0 mp2 880.0506081202507
normal 20 4 0.28 hf 63.53879983371339
normal 20 4 0.28 imsrg 61.94368609763753
normal 20 4 0.28 mp2 61.90201538805154
normal 20 5 0.1 hf 62.27163858278267
normal 20 5 0.1 imsrg 60.43190856070072
normal 20 5 0.1 mp2 60.37220462703538
normal 20 5 0.28 hf 126.48784085215662
normal 20 5 0.28 imsrg 124.04105555629906
normal 20 5 0.28 mp2 123.95919122729102
normal 20 5 1.0 hf 311.8599460964578
normal 20 5 1.0 imsrg 308.76737090447557
normal 20 5 1.0 mp2 308.6922990618287
normal 20 6 0.1 hf 110.77967751398694
normal 20 6 0.1 imsrg 108.0603608498989
normal 20 6 0.1 mp2 108.13497933880996
normal 20 6 0.28 hf 223.50447886378777
normal 20 6 0.28 imsrg 220.0227228866428
normal 20 6 0.28 mp2 219.9269929071213
normal 20 6 1.0 hf 547.6831612575019
normal 20 6 1.0 imsrg 543.3399155004984
normal 20 6 1.0 mp2 543.2139362629098
normal 20 7 0.28 hf 363.8783772502573
normal 20 7 0.28 imsrg 359.1996642668295
normal 20 7 0.28 mp2 359.19157584764343
normal 20 7 1.0 hf 885.8538693608093
normal 20 7 1.0 imsrg 880.1163036346585
normal 20 7 1.0 mp2 879.9325185627227
normal 21 6 0.28 hf 223.49366440814083
normal 21 6 0.28 imsrg 220.0009577674258
normal 21 6 0.28 mp2 219.87057680462408
normal 22 6 0.28 hf 223.48466587499618
normal 22 6 0.28 imsrg 219.984270724758
normal 22 6 0.28 mp2 219.82378622269863
sigmaA=0.5 7 2 0.1 hf 3.437850103272293
sigmaA=0.5 7 2 0.1 imsrg 3.396030923599923
sigmaA=0.5 7 2 0.1 mp2 3.414033360843864
sigmaA=0.5 7 2 0.28 hf 7.121291473497404
sigmaA=0.5 7 2 0.28 imsrg 7.077981578133191
sigmaA=0.5 7 2 0.28 mp2 7.091999187660348
sigmaA=0.5 7 2 1.0 hf 18.531094673709514
sigmaA=0.5 7 2 1.0 imsrg 18.487707463989633
sigmaA=0.5 7 2 1.0 mp2 18.496913866724725
sigmaA=0.5 7 3 0.1 hf 11.999154869755229
sigmaA=0.5 7 3 0.1 imsrg 11.919579713090652
sigmaA=0.5 7 3 0.1 mp2 11.942909950074204
sigmaA=0.5 7 3 0.28 hf 24.324918127590102
sigmaA=0.5 7 3 0.28 imsrg 24.22370697835371
sigmaA=0.5 7 3 0.28 mp2 24.244406105568643
sigmaA=0.5 7 3 1.0 hf 61.151411723975855
sigmaA=0.5 7 3 1.0 imsrg 61.04288128166511
sigmaA=0.5 7 3 1.0 mp2 61.05564698083827
sigmaA=0.5 7 4 0.1 hf 30.7268897614609
sigmaA=0.5 7 4 0.1 imsrg 30.72688976171873
sigmaA=0.5 7 4 0.1 mp2 30.617747826296615
sigmaA=0.5 7 4 0.28 hf 60.19751268747945
sigmaA=0.5 7 4 0.28 imsrg 60.04768056214688
sigmaA=0.5 7 4 0.28 mp2 60.06501562942299
sigmaA=0.5 7 4 1.0 hf 146.77487212633397
sigmaA=0.5 7 4 1.0 imsrg 146.60082917264157
sigmaA=0.5 7 4 1.0 mp2 146.60948695118344
sigmaA=0.5 8 2 0.1 hf 3.4372602720278262
sigmaA=0.5 8 2 0.1 imsrg 3.3948841352724948
sigmaA=0.5 8 2 0.1 mp2 3.412979658397756
sigmaA=0.5 8 2 0.28 hf 7.12125263744779
sigmaA=0.5 8 2 0.28 imsrg 7.077404142482253
sigmaA=0.5 8 2 0.28 mp2 7.0915229959374075
sigmaA=0.5 8 2 1.0 hf 18.531093574099625
sigmaA=0.5 8 2 1.0 imsrg 18.487103092739694
sigmaA=0.5 8 2 1.0 mp2 18.496388355661637
sigmaA=0.5 8 3 0.1 hf 11.96261589908811
sigmaA=0.5 8 3 0.1 imsrg 11.873448032650373
sigmaA=0.5 8 3 0.1 mp2 11.901894724047374
sigmaA=0.5 8 3 0.28 hf 24.316121012887585
sigmaA=0.5 8 3 0.28 imsrg 24.210856461236094
sigmaA=0.5 8 3 0.28 mp2 24.233226775593362
sigmaA=0.5 8 3 1.0 hf 61.15130391064483
sigmaA=0.5 8 3 1.0 imsrg 61.04118826041313
sigmaA=0.5 8 3 1.0 mp2 61.05422826378129
sigmaA=0.5 8 4 0.1 hf 29.923127950260344
sigmaA=0.5 8 4 0.1 imsrg 29.803918791228636
sigmaA=0.5 8 4 0.1 mp2 29.823981332953313
sigmaA=0.5 8 4 0.28 hf 59.42147331327563
sigmaA=0.5 8 4 0.28 imsrg 59.260789486986006
sigmaA=0.5 8 4 0.28 mp2 59.27710608130535
sigmaA=0.5 8 4 1.0 hf 146.29027942413106
sigmaA=0.5 8 4 1.0 imsrg 146.09632113007103
sigmaA=0.5 8 4 1.0 mp2 146.104366307465
sigmaA=0.5 9 2 0.1 hf 3.437253654568203
sigmaA=0.5 9 2 0.1 imsrg 3.3945491523193514
sigmaA=0.5 9 2 0.1 mp2 3.4126775864959638
sigmaA=0.5 9 2 0.28 hf 7.1212524655127885
sigmaA=0.5 9 2 0.28 imsrg 7.076937078906186
sigmaA=0.5 9 2 0.28 mp2 7.091136705935738
sigmaA=0.5 9 2 1.0 hf 18.531092462080494
sigmaA=0.5 9 2 1.0 imsrg 18.48655025332406
sigmaA=0.5 9 2 1.0 mp2 18.495903343310108
sigmaA=0.5 9 3 0.1 hf 11.929261507235754
sigmaA=0.5 9 3 0.1 imsrg 11.835276245191945
sigmaA=0.5 9 3 0.1 mp2 11.864471738761642
sigmaA=0.5 9 3 0.28 hf 24.3073720720668
sigmaA=0.5 9 3 0.28 imsrg 24.199182106458323
sigmaA=0.5 9 3 0.28 mp2 24.221979926425636
sigmaA=0.5 9 3 1.0 hf 61.15115141460829
sigmaA=0.5 9 3 1.0 imsrg 61.039603039687094
sigmaA=0.5 9 3 1.0 mp2 61.052840223274366
sigmaA=0.5 9 4 0.1 hf 29.647280159887366
sigmaA=0.5 9 4 0.1 imsrg 29.64728015886399
sigmaA=0.5 9 4 0.1 mp2 29.529058059564033
sigmaA=0.5 9 4 0.28 hf 59.27736564321802
sigmaA=0.5 9 4 0.28 imsrg 59.09804479832586
sigmaA=0.5 9 4 0.28 mp2 59.12102914460743
sigmaA=0.5 9 4 1.0 hf 146.2718821958982
sigmaA=0.5 9 4 1.0 imsrg 146.072298478818
sigmaA=0.5 9 4 1.0 mp2 146.08156522960874
sigmaA=0.5 10 2 0.1 hf 3.437252055413583
sigmaA=0.5 10 2 0.1 imsrg 3.394294390706345
sigmaA=0.5 10 2 0.1 mp2 3.4124358003307234
sigmaA=0.5 10 2 0.28 hf 7.121248557795641
sigmaA=0.5 10 2 0.28 imsrg 7.076580048659107
sigmaA=0.5 10 2 0.28 mp2 7.090819080131469
sigmaA=0.5 10 3 0.1 hf 11.92512317056904
sigmaA=0.5 10 3 0.1 imsrg 11.828310755976375
sigmaA=0.5 10 3 0.1 mp2 11.858941079613835
sigmaA=0.5 10 3 1.0 hf 61.151149851582005
sigmaA=0.5 10 3 1.0 imsrg 61.03830583417446
sigmaA=0.5 10 3 1.0 mp2 61.05171162241171
sigmaA=0.5 10 4 0.1 hf 29.377090375763633
sigmaA=0.5 10 4 0.1 imsrg 29.227259688152678
sigmaA=0.5 10 4 0.1 mp2 29.258092074194458
sigmaA=0.5 10 4 0.28 hf 59.13279588378424
sigmaA=0.5 10 4 0.28 imsrg 58.94268897509454
sigmaA=0.5 10 4 0.28 mp2 58.965434868560216
sigmaA=0.5 11 2 0.1 hf 3.4372517672742724
sigmaA=0.5 11 2 0.1 imsrg 3.394103403068533
sigmaA=0.5 11 2 0.1 mp2 3.412246035029758
sigmaA=0.5 11 3 0.1 hf 11.921455670787376
sigmaA=0.5 11 3 0.1 imsrg 11.823095900666555
sigmaA=0.5 11 3 0.1 mp2 11.853969289944851
sigmaA=0.5 11 3 0.28 hf 24.306947441665493
sigmaA=0.5 11 3 0.28 imsrg 24.19655284821254
sigmaA=0.5 11 3 0.28 mp2 24.219790203883523
sigmaA=0.5 11 3 1.0 hf 61.151149314339676
sigmaA=0.5 11 3 1.0 imsrg 61.03721080171432
sigmaA=0.5 11 3 1.0 mp2 61.05073474968664
sigmaA=0.5 11 4 0.1 hf 29.29901994684987
sigmaA=0.5 11 4 0.1 imsrg 29.136049450583307
sigmaA=0.5 11 4 0.1 mp2 29.17279793558665
sigmaA=0.5 11 4 0.28 hf 59.11754903306581
sigmaA=0.5 11 4 0.28 imsrg 58.9220979837449
sigmaA=0.5 11 4 0.28 mp2 58.94666211902162
sigmaA=0.5 11 4 1.0 hf 146.25203174683065
sigmaA=0.5 11 4 1.0 imsrg 146.0457869347472
sigmaA=0.5 11 4 1.0 mp2 146.05565326190595
sigmaA=0.5 12 2 0.1 hf 3.4372513375571705
sigmaA=0.5 12 2 0.1 imsrg 3.3939590730993623
sigmaA=0.5 12 2 0.1 mp2 3.4120981929270027
sigmaA=0.5 12 2 0.28 hf 7.121248353672614
sigmaA=0.5 12 2 0.28 imsrg 7.076094018781782
sigmaA=0.5 12 2 0.28 mp2 7.090371846615627
sigmaA=0.5 12 2 1.0 hf 18.531084965991692
sigmaA=0.5 12 2 1.0 imsrg 18.485445075400325
sigmaA=0.5 12 2 1.0 mp2 18.49489047615057
sigmaA=0.5 12 3 0.1 hf 11.921202902479438
sigmaA=0.5 12 3 0.1 imsrg 11.822161440660649
sigmaA=0.5 12 3 0.1 mp2 11.853168267912887
sigmaA=0.5 12 3 0.28 hf 24.30694733132765
sigmaA=0.5 12 3 0.28 imsrg 24.195843714612348
sigmaA=0.5 12 3 0.28 mp2 24.219164748154824
sigmaA=0.5 12 3 1.0 hf 61.15114742249649
sigmaA=0.5 12 3 1.0 imsrg 61.036293915313166
sigmaA=0.5 12 3 1.0 mp2 61.049909717229546
sigmaA=0.5 12 4 0.1 hf 29.227667653333686
sigmaA=0.5 12 4 0.1 imsrg 29.059228091095807
sigmaA=0.5 12 4 0.1 mp2 29.09593417752503
sigmaA=0.5 12 4 0.28 hf 59.10303915370765
sigmaA=0.5 12 4 0.28 imsrg 58.90353174354494
sigmaA=0.5 12 4 0.28 mp2 58.92832990111284
sigmaA=0.5 12 4 1.0 hf 146.25191673932508
sigmaA=0.5 12 4 1.0 imsrg 146.0435880947495
sigmaA=0.5 12 4 1.0 mp2 146.05369001220677
sigmaA=0.5 13 2 0.1 hf 3.4372513341517177
sigmaA=0.5 13 2 0.1 imsrg 3.3938499072474344
sigmaA=0.5 13 2 0.1 mp2 3.41198429548086
sigmaA=0.5 13 2 0.28 hf 7.1212482981996565
sigmaA=0.5 13 2 0.28 imsrg 7.075933559558998
sigmaA=0.5 13 2 0.28 mp2 7.090219233091746
sigmaA=0.5 13 2 1.0 hf 18.53108496379444
sigmaA=0.5 13 2 1.0 imsrg 18.4852216063922
sigmaA=0.5 13 2 1.0 mp2 18.494680523080373
sigmaA=0.5 13 3 0.1 hf 11.921024700463628
sigmaA=0.5 13 3 0.1 imsrg 11.8215314832367
sigmaA=0.5 13 3 0.1 mp2 11.85254964091323
sigmaA=0.5 13 3 0.28 hf 24.306945741332918
sigmaA=0.5 13 3 0.28 imsrg 24.19530251809293
sigmaA=0.5 13 3 0.28 mp2 24.2186695732305
sigmaA=0.5 13 3 1.0 hf 61.15114300326769
sigmaA=0.5 13 3 1.0 imsrg 61.035571411380594
sigmaA=0.5 13 3 1.0 mp2 61.0492425779327
sigmaA=0.5 13 4 0.1 hf 29.211832468756285
sigmaA=0.5 13 4 0.1 imsrg 29.03817655146906
sigmaA=0.5 13 4 0.1 mp2 29.077088863561737
sigmaA=0.5 13 4 0.28 hf 59.10223288215764
sigmaA=0.5 13 4 0.28 imsrg 58.90091168206413
sigmaA=0.5 13 4 0.28 mp2 58.926102626305685
sigmaA=0.5 13 4 1.0 hf 146.2519162617345
sigmaA=0.5 13 4 1.0 imsrg 146.041827759575
sigmaA=0.5 13 4 1.0 mp2 146.05211400960073
sigmaA=0.5 14 2 0.1 hf 3.4372512813322924
sigmaA=0.5 14 2 0.1 imsrg 3.393766996761155
sigmaA=0.5 14 2 0.1 mp2 3.4118966469154453
sigmaA=0.5 14 2 0.28 hf 7.12124829407632
sigmaA=0.5 14 2 0.28 imsrg 7.075810912803015
sigmaA=0.5 14 2 0.28 mp2 7.090101278701706
sigmaA=0.5 14 2 1.0 hf 18.531084621026196
sigmaA=0.5 14 2 1.0 imsrg 18.4850496340309
sigmaA=0.5 14 2 1.0 mp2 18.494516623576892
sigmaA=0.5 14 3 0.1 hf 11.921021570414638
sigmaA=0.5 14 3 0.1 imsrg 11.821206776631568
sigmaA=0.5 14 3 0.1 mp2 11.8522325735999
sigmaA=0.5 14 3 0.28 hf 24.30694538760237
sigmaA=0.5 14 3 0.28 imsrg 24.194890819374173
sigmaA=0.5 14 3 0.28 mp2 24.218284276765395
sigmaA=0.5 14 3 1.0 hf 61.151142685500425
sigmaA=0.5 14 3 1.0 imsrg 61.034995333832974
sigmaA=0.5 14 3 1.0 mp2 61.04870824838349
sigmaA=0.5 14 4 0.1 hf 29.197877557048916
sigmaA=0.5 14 4 0.1 imsrg 29.020909290998684
sigmaA=0.5 14 4 0.1 mp2 29.060079127570322
sigmaA=0.5 14 4 0.28 hf 59.10149279868729
sigmaA=0.5 14 4 0.28 imsrg 58.89890866006639
sigmaA=0.5 14 4 0.28 mp2 58.92420962155342
sigmaA=0.5 14 4 1.0 hf 146.2519153694075
sigmaA=0.5 14 4 1.0 imsrg 146.0404019953076
sigmaA=0.5 14 4 1.0 mp2 146.05081338652911
sigmaA=0.5 15 2 0.1 hf 3.4372512797027066
sigmaA=0.5 15 2 0.1 imsrg 3.3937036178896274
sigmaA=0.5 15 2 0.1 mp2 3.4118293545800604
sigmaA=0.5 15 2 0.28 hf 7.121248280927953
sigmaA=0.5 15 2 0.28 imsrg 7.075716918076525
sigmaA=0.5 15 2 0.28 mp2 7.090010252364332
sigmaA=0.5 15 2 1.0 hf 18.531084619537207
sigmaA=0.5 15 2 1.0 imsrg 18.484916740590798
sigmaA=0.5 15 2 1.0 mp2 18.494389385542206
sigmaA=0.5 15 3 0.1 hf 11.921021026621194
sigmaA=0.5 15 3 0.1 imsrg 11.820963007821215
sigmaA=0.5 15 3 0.1 mp2 11.851989507731313
sigmaA=0.5 15 3 0.28 hf 24.30694533054814
sigmaA=0.5 15 3 0.28 imsrg 24.194574749616127
sigmaA=0.5 15 3 0.28 mp2 24.217984873576018
sigmaA=0.5 15 3 1.0 hf 61.15114068507961
sigmaA=0.5 15 3 1.0 imsrg 61.034549876988905
sigmaA=0.5 15 3 1.0 mp2 61.048287132516734
sigmaA=0.5 15 4 0.1 hf 29.19570377880872
sigmaA=0.5 15 4 0.1 imsrg 29.017126100420228
sigmaA=0.5 15 4 0.1 mp2 29.056792558711706
sigmaA=0.5 15 4 0.28 hf 59.101481439207895
sigmaA=0.5 15 4 0.28 imsrg 58.898004696243866
sigmaA=0.5 15 4 0.28 mp2 58.92338306626353
sigmaA=0.5 15 4 1.0 hf 146.25191358322633
sigmaA=0.5 15 4 1.0 imsrg 146.03925121263913
sigmaA=0.5 15 4 1.0 mp2 146.0497546580963
sigmaA=0.5,sigmaB=4.0 7 2 0.28 hf 6.462337587494423
sigmaA=0.5,sigmaB=4.0 7 2 0.28 imsrg 6.412884584379817
sigmaA=0.5,sigmaB=4.0 7 2 0.28 mp2 6.424984727144408
sigmaA=0.5,sigmaB=4.0 7 2 1.0 hf 17.340522596372313
sigmaA=0.5,sigmaB=4.0 7 2 1.0 imsrg 17.29116281775685
sigmaA=0.5,sigmaB=4.0 7 2 1.0 mp2 17.29890530856254
sigmaA=0.5,sigmaB=4.0 7 3 0.28 hf 21.167080690695578
sigmaA=0.5,sigmaB=4.0 7 3 0.28 imsrg 21.053767721040277
sigmaA=0.5,sigmaB=4.0 7 3 0.28 mp2 21.06427040960056
sigmaA=0.5,sigmaB=4.0 7 3 1.0 hf 55.47264082017338
sigmaA=0.5,sigmaB=4.0 7 3 1.0 imsrg 55.34843841243942
sigmaA=0.5,sigmaB=4.0 7 3 1.0 mp2 55.35366992482299
sigmaA=0.5,sigmaB=4.0 7 4 0.28 hf 50.86293724596769
sigmaA=0.5,sigmaB=4.0 7 4 0.28 imsrg 50.8629372414275
sigmaA=0.5,sigmaB=4.0 7 4 0.28 mp2 50.68790383356628
sigmaA=0.5,sigmaB=4.0 7 4 1.0 hf 129.6590092759706
sigmaA=0.5,sigmaB=4.0 7 4 1.0 imsrg 129.462628140073
sigmaA=0.5,sigmaB=4.0 7 4 1.0 mp2 129.4546392470408
sigmaA=0.5,sigmaB=4.0 8 2 0.28 hf 6.462260007206508
sigmaA=0.5,sigmaB=4.0 8 2 0.28 imsrg 6.412354468508789
sigmaA=0.5,sigmaB=4.0 8 2 0.28 mp2 6.424521793608493
sigmaA=0.5,sigmaB=4.0 8 2 1.0 hf 17.340522287938054
sigmaA=0.5,sigmaB=4.0 8 2 1.0 imsrg 17.29065423578242
sigmaA=0.5,sigmaB=4.0 8 2 1.0 mp2 17.298456132782377
sigmaA=0.5,sigmaB=4.0 8 3 0.28 hf 21.152064406629762
sigmaA=0.5,sigmaB=4.0 8 3 0.28 imsrg 21.033468302836216
sigmaA=0.5,sigmaB=4.0 8 3 0.28 mp2 21.045290685129835
sigmaA=0.5,sigmaB=4.0 8 3 1.0 hf 55.472228603245846
sigmaA=0.5,sigmaB=4.0 8 3 1.0 imsrg 55.346571163888086
sigmaA=0.5,sigmaB=4.0 8 3 1.0 mp2 55.3520120712683
sigmaA=0.5,sigmaB=4.0 8 4 0.28 hf 49.91421579845667
sigmaA=0.5,sigmaB=4.0 8 4 0.28 imsrg 49.73797163407271
sigmaA=0.5,sigmaB=4.0 8 4 0.28 mp2 49.73383498127773
sigmaA=0.5,sigmaB=4.0 8 4 1.0 hf 129.0178222508196
sigmaA=0.5,sigmaB=4.0 8 4 1.0 imsrg 128.79749990480687
sigmaA=0.5,sigmaB=4.0 8 4 1.0 mp2 128.78678339613157
sigmaA=0.5,sigmaB=4.0 9 2 0.28 hf 6.462259878252653
sigmaA=0.5,sigmaB=4.0 9 2 0.28 imsrg 6.411966009522456
sigmaA=0.5,sigmaB=4.0 9 2 0.28 mp2 6.42418801619837
sigmaA=0.5,sigmaB=4.0 9 2 1.0 hf 17.340521384994204
sigmaA=0.5,sigmaB=4.0 9 2 1.0 imsrg 17.290185618516063
sigmaA=0.5,sigmaB=4.0 9 2 1.0 mp2 17.29803822708377
sigmaA=0.5,sigmaB=4.0 9 3 0.28 hf 21.137324159401473
sigmaA=0.5,sigmaB=4.0 9 3 0.28 imsrg 21.015124084141164
sigmaA=0.5,sigmaB=4.0 9 3 0.28 mp2 21.026977901042855
sigmaA=0.5,sigmaB=4.0 9 3 1.0 hf 55.471744888240536
sigmaA=0.5,sigmaB=4.0 9 3 1.0 imsrg 55.344825658581215
sigmaA=0.5,sigmaB=4.0 9 3 1.0 mp2 55.35040814223621
sigmaA=0.5,sigmaB=4.0 9 4 0.28 hf 49.7127771912084
sigmaA=0.5,sigmaB=4.0 9 4 0.28 imsrg 49.512999286970064
sigmaA=0.5,sigmaB=4.0 9 4 0.28 mp2 49.51014345722414
sigmaA=0.5,sigmaB=4.0 9 4 1.0 hf 128.98468257138967
sigmaA=0.5,sigmaB=4.0 9 4 1.0 imsrg 128.7572269430826
sigmaA=0.5,sigmaB=4.0 9 4 1.0 mp2 128.74702066266147
sigmaA=0.5,sigmaB=4.0 10 2 0.1 hf 3.022504071793591
sigmaA=0.5,sigmaB=4.0 10 2 0.1 imsrg 2.9730954834852543
sigmaA=0.5,sigmaB=4.0 10 2 0.1 mp2 2.9895077362616043
sigmaA=0.5,sigmaB=4.0 10 2 0.2 hf 5.026860813358854
sigmaA=0.5,sigmaB=4.0 10 2 0.2 imsrg 4.976665804175129
sigmaA=0.5,sigmaB=4.0 10 2 0.2 mp2 4.99015716946515
