3  21.4198874 20.8619718
4 20.4213206 20.2131001
5 20.3197149 20.1964929
6 20.2608927 20.1765083
7 20.2367594 20.1717164
8 20.2217499 20.1688708
9 20.2115900 20.1671102
10 20.2043451 20.1660
12 20.1989070 20.1646
14 20.1885503 20.1639
16 20.1843190 20.1634
18 20.1812261 20.1631
20 20.1788722 20.1629
