3	21.59320 	21.41211
4	20.76692 	20.40701
5 	20.74840 	20.30093
6	20.72026 	20.24258
7	20.72013 	20.21740
8	20.71925 	20.20197
9	20.71925 	20.19147
10	20.71922 	20.18407
11	20.71922 	20.17852
12	20.71922 	20.17423
13	20.71922 	20.17082 	
14	20.71922 	20.16804
15 	20.71922 	20.16573 
16	20.71922 	20.16378
17	20.71922 	20.16212  
18 	20.71922 	20.16068
20	20.71922 	20.15833
