 12 26.55004 25.63619 26.39496 25.61416   
14 26.55003 25.62985 26.42207 25.61265  
16 26.55002 25.62587 26.44104 25.61177  
 18 26.55002 25.62316 26.45508 25.61121 
 20 26.55002 25.62121 26.46590 25.61084  
 
